label,page,matched_text,snippet,oa_rank,title,doi,relevance_tier,novelty_threat,local_pdf
optimizer:GA,6,Genetic Algorithm,"//www.iitk.ac.in/npsc/Papers/NPSC2010/ 6081.pdf (Accessed Date: December 5, 2024). [10] D. Duan, X. Ling, X. Wu, and B. Zhong, “Reconfiguration of Distribution Network for Loss Reduction and Reliability Improvement Based on an Enhanced Genetic Algorithm”, Int. J. of Electrical Power and Energy Systems, Vol. 64, January 2015, pp. 88-95, https://doi.org/10.1016/j.ijepes.2014.07.036. [11] A. Abubakar, K. Ekundayo, and A. Olaniyan , “Optimal Reconfiguration of Radial Distribution Ne",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
optimization_role:feature selection,7,Feature Selection,"nd Applications, 2022, Vol. 34, pp. 13599-13624, https://doi.org/10.1007/s00521-022-07146-z. [27] K. Hussain, N. Neggaz, W. Zhu, E. H. Houssein, “An Efficient Hybrid Sine-Cosine Harris Hawks Optimization for Low and High-Dimensional Feature Selection”, Expert Systems with Applications, Vol. 176, 15 August 2021, 114778, https://doi.org/10.1016/j.eswa.2021.114778. [28] M. Mansoor A. F. Mirza, and Q. Ling, “Harris Hawk Optimization-based MPPT Control for PV Systems Under Partia",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,1,objective function,"ional and tie switches under specific constraints, [1], [2], [3], [4]. These switches control the feeder cases and have a significant influence on segment power transfers and overall power dissipation. As ohmic power dissipation was a significant factor in operating charge in RDS, many studies focus on minimizing active power loss as their objective function. Neural networks were executed in [5] to select the appropriate grid topology for reducing losses in minor RDS. In [6], fuzzy was used as a solution method for restructuring RDS to attain the best voltage profiles and minimize kW dissipation. An approach for optimizing asymmetrical networks to maintain voltage profile, using the firefly",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,1,minimize,"ignificant factor in operating charge in RDS, many studies focus on minimizing active power loss as their objective function. Neural networks were executed in [5] to select the appropriate grid topology for reducing losses in minor RDS. In [6], fuzzy was used as a solution method for restructuring RDS to attain the best voltage profiles and minimize kW dissipation. An approach for optimizing asymmetrical networks to maintain voltage profile, using the firefly approach in a fuzzy domain to address the multi-objective restructuring issue, was presented in [7]. A new cycle break approach using elementary cycles or a network adjacency matrix with a genetic approach for RDS restructurin",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,1,minimize,"ructuring issue, focusing on overall voltage variation and real power dissipation. Modified particle swarm optimization was discussed in [12] and [13] for grid restructuring to strengthen voltage characteristics and reduce dissipation. The runner root approach was developed in [14] to tackle the network restructuring problem, aiming to minimize real loss and balance the load. Harmony search was introduced in [15] to find the optimal switching arrangement for loss reduction. A group search approach was utilized in [16] for RDS restructuring to minimize losses and WSEAS TRANSACTIONS on SYSTEMS DOI: 10.37394/23202.2025.24.17 Ehab S. Ali E-ISSN: 2224-2678 156 Volume 24, 2025",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,1,minimize,"and reduce dissipation. The runner root approach was developed in [14] to tackle the network restructuring problem, aiming to minimize real loss and balance the load. Harmony search was introduced in [15] to find the optimal switching arrangement for loss reduction. A group search approach was utilized in [16] for RDS restructuring to minimize losses and WSEAS TRANSACTIONS on SYSTEMS DOI: 10.37394/23202.2025.24.17 Ehab S. Ali E-ISSN: 2224-2678 156 Volume 24, 2025",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,2,cost function,"improve voltage profiles. The Quantum firefly approach was employed in [17] for RDS restructuring, considering distinct cost functions to enhance the quality and reliability of the grid. The imperialist competitive approach, within a fuzzy framework, was applied in [18] to solve the grid restructuring issue, including the reliability pointer and power dissipation in the cost function. The cuckoo search was presented in [19] for restructuring to diminish real losses",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,2,cost function,"m firefly approach was employed in [17] for RDS restructuring, considering distinct cost functions to enhance the quality and reliability of the grid. The imperialist competitive approach, within a fuzzy framework, was applied in [18] to solve the grid restructuring issue, including the reliability pointer and power dissipation in the cost function. The cuckoo search was presented in [19] for restructuring to diminish real losses and evolve the voltage characteristic. In [20], the issue was drafted as an optimization process and clarified by adopting grey wolf optimization approach. However, these approaches may fail to guarantee an optimal solution and can become trapped in a l",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,2,cost function,"], economic dispatch [25], and others as discussed in [26], [27], and [28]. Additionally, it demonstrated significant findings compared to the existing literature. The success of HHA in addressing various tasks, along with the potential to enhance its mechanisms, serves as the primary motivation for this work. 2 Problem Description The cost function for restructuring the RDS aims to mitigate line losses during operation, and it can be stated like: b N 1 m m R 2 m I Loss P    (1) where m : The count of branches, b N : The overall count of portions, m I : The current of the portion m , m R : The resistance of the portion m , Loss P : The overall real dissipation in kW,",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
fitness_objective,5,minimize,", [33], [34], [35], [36] and [37], is demonstrated. The HHA selects breakers S4, S14, S15, S22, and S33 as the best resolution. Figure 4 shows the restructured grid. The overall active power losses are reduced from 202.66 to 102.55 kW, resulting in a savings of 100.11 kW and a 49.4% reduction in ohmic losses. Additionally, the total cost is minimized to $53,900.2, as shown in Table 1, yielding a net savings of $52,617.9, the highest among the compared cases. Furthermore, the minimum voltage increases to 0.9191 p.u., as indicated by the improved voltage gradient in Figure 5 due to the proposed reconfiguration. Finally, the statistical analysis of the proposed HHA, detailed in Table 2, c",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
limitations_future_work,6,Future work,"ration, showcasing significant output improvements in terms of power dissipation and gross savings. 4. The validation of HHA through statistical analysis and computational time comparisons, indicates that HHA requires fewer iterations and less computation time than other reported methods. Future work will explore the application of network reconfiguration to larger systems using the latest approaches and incorporating renewable DG. References: [1] D. Das, “Reconfiguration of Radial Distribution Networks”, Indian Institute of Technology, Kharagpur 721302, December 27-29, 2002, p",49,Reconfiguration of a Radial Distribution System using the Harris Hawks Optimization Algorithm,10.37394/23202.2025.24.17,METHOD,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\049_2025_Reconfiguration_of_a_Radial_Distribution_System_using_the_Harris_Hawks_Optimization_Algorithm.pdf
optimizer:BDA,3,Binary Dragonfly Algorithm,"an be minimized if efficient clustering methods are incorporated. In the clustering method, Cluster Head (CH) selection and cluster formation play a vital role in data transmission. This paper proposes a novel hybrid Improved Version of Binary Dragonfly Algorithm (IVBDA) and Mamdani fuzzy inference system for clustering protocols in WSNs. In this approach, first, IVBDA is used to choose CHs and then the Mamdani fuzzy inference system is used to structure clusters. Finally, a multi-hop routing pro",50,WITHDRAWN: Energy-efficient Clustering Protocol Using an Improved Binary Dragonfly Algorithm and Mamdani Fuzzy Inference System in Wireless Sensor Networks,10.21203/rs.3.rs-3972159/v1,EXCLUDE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\050_NA_WITHDRAWN_Energy-efficient_Clustering_Protocol_Using_an_Improved_Binary_Dragonfly_Algorithm_and_Mamdani_Fuzzy_Inference_Syste.pdf
optimizer:BDA,3,Binary Dragonfly Algorithm,the number of packets received by the Base Station (BS). The evaluation results show that the proposed clustering protocol has better performance than the previous protocols. Keywords: Wireless Sensor Networks Clustering protocols Binary Dragonfly Algorithm Mamdani Fuzzy Inference System,50,WITHDRAWN: Energy-efficient Clustering Protocol Using an Improved Binary Dragonfly Algorithm and Mamdani Fuzzy Inference System in Wireless Sensor Networks,10.21203/rs.3.rs-3972159/v1,EXCLUDE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\050_NA_WITHDRAWN_Energy-efficient_Clustering_Protocol_Using_an_Improved_Binary_Dragonfly_Algorithm_and_Mamdani_Fuzzy_Inference_Syste.pdf
optimizer:Dragonfly,3,Dragonfly Algorithm,"inimized if efficient clustering methods are incorporated. In the clustering method, Cluster Head (CH) selection and cluster formation play a vital role in data transmission. This paper proposes a novel hybrid Improved Version of Binary Dragonfly Algorithm (IVBDA) and Mamdani fuzzy inference system for clustering protocols in WSNs. In this approach, first, IVBDA is used to choose CHs and then the Mamdani fuzzy inference system is used to structure clusters. Finally, a multi-hop routing pro",50,WITHDRAWN: Energy-efficient Clustering Protocol Using an Improved Binary Dragonfly Algorithm and Mamdani Fuzzy Inference System in Wireless Sensor Networks,10.21203/rs.3.rs-3972159/v1,EXCLUDE,LOW,D:\48\481\New Papers\BDA_To_HHO_paper\Outputs\Top_100_OA_Papers\050_NA_WITHDRAWN_Energy-efficient_Clustering_Protocol_Using_an_Improved_Binary_Dragonfly_Algorithm_and_Mamdani_Fuzzy_Inference_Syste.pdf
